Word,Definition,Image_Search,Image_Link,Sketch_Link
INVEIGLE,to persuade,persuade manipulate trick,https://pixabay.com/get/g88bab3f69ee85ac8076891b4842dc8510886dd751f556a0b74afccb1196955b4ed727dc4cde1276946dcb58552e1c8c1d2797399a4adb0a2226f9fae1b55f124_1280.jpg,https://pixabay.com/get/g46d4111115b4933c46561b3efca5769553e74dd09ae135f57b5ea2527d541ef7b1c9be80eb8ac493f1c7202e872df112070668d513a78fe6978d54af27753653_1280.png
INVETERATE,habitual,habitual,https://pixabay.com/get/g0f847f7d2cc3ead7b43fe13f62e7dba07d25cd147963b97a9a0002a0f13fa70294027571ac37e8a8679269483959a5279a1a8f88ab7becc3befc0d4561e4becc_1280.jpg,https://pixabay.com/get/geb212bf1121b999bab593548193e8b0746f9b181af5ec10de1cdb49bad8f73e55ec3a9337caaeef65b0890c4e4d79d58cc7d64abf64d2a66bacb60fdbce6a1b1_1280.png
INVIDIOUS,offensive,offensive,https://images.pexels.com/photos/12495993/pexels-photo-12495993.jpeg,https://pixabay.com/get/g9dd6ee0b04c36d46f383be1c7563884e712696733e22b086330ae054218f12101114a4e0159252a231a73da367cf7ba652f68bd22be850d55764170f00db3aeb_1280.png
IRASCIBLE,irritable,irritable,https://images.pexels.com/photos/21134541/pexels-photo-21134541.jpeg,https://pixabay.com/get/gbffc1123c826900f7e43d60e296e15c15f0456550a109f43155189bccfb7d04c097fdb801f9702d74248062eff44768048b7b392a959901262cd21f70d3ba4f3_1280.png
IRRESOLUTE,indecisive,indecisive,https://pixabay.com/get/g99c53b5fcd0ba3efcc3714de14d1799260a099d9ae0fd71bb905bbc05cf162fd62ab0229d22ea7e118a5b4fe74fcab68a91ba0846d4e194815fd7741d8bf1cf9_1280.jpg,https://pixabay.com/get/gffe40f74255b3c4685bb9a57e6fcc4feb45a75af3053dd2ccbe15b613e8351ee27144b27b950d2adb344aa888a1f09ae4d9058cc91643fc71aaf62b178195722_1280.png
ITINERANT,traveling,traveling,https://pixabay.com/get/gb3c3050e6a048bb0786d5c24c137123572f5012c7f0cd2bad63198ef462dc7552d3639647e547d571f6f42a91dd3f14ec5a3df0a7c494b74a2eb7d4dcbf64e09_1280.jpg,https://pixabay.com/get/g89e75b1f0ca71b9e71ed05fb3b89380159382772cd44a1de5f9c2a5dd852a19db56990d168a4cf7df0d7a386b70f972c580b73afaa17494c184f45a765a5961f_1280.png
ITINERARY,route,route,https://pixabay.com/get/ge3adda84e33b531d0924645a1d10ac91557ea193e29a46be389c52bb151828da08ff6cd04cdfa4034d47ce2ddeb469017199c60f2098b5e3be1adcff0b88e0bc_1280.jpg,https://pixabay.com/get/g5dcf631f762f181a064ae82b0226061fc62595f31d141e6559f04688d2f4ebe479ecaf815fab8e38d260a762af34457e75535bf8f9dfb0784f7e2e90177c0fa9_1280.png
JAUNDICED,biased,biased,https://pixabay.com/get/g2e7d0c27996e936956e5a289d6e87b912c436aaa42bd38fe08ceb49ac7b230f7b34e0e918e5621c87438b577db67e99e08ee50637e1c5634d6cc3859011f254b_1280.jpg,https://pixabay.com/get/g155c6d2f373b8abbf6c898551170f3156feed165095ad99d875e91a9ac715a8abcc17c819493fa108ef5f57bd39d17739c536d19889899c3b9bf7fb32dc3bdbc_1280.jpg
JIBE,to agree,agree,https://images.pexels.com/photos/8831809/pexels-photo-8831809.jpeg,https://pixabay.com/get/g5f4bec9f760399149bb7379776e6b25551adbd942606f6c11d7d0ad037020bd39fb0341ad89a0129b07e802bfb71c1541e1e28d1e69ce59e47b7f2ce40f90108_1280.png
JOCOSE,humorous,humorous,https://pixabay.com/get/g1604f328617cfc0e89990658b915b32faa126df5f4364584d45bb2c6f7be49913518649be15acb7e6c2ddf2f0178559e0253b13eb305fa6e14fb8fabe5de3eb8_1280.jpg,https://pixabay.com/get/g266e4416a606c87855501eb64921916b3275ccd421ce9f7bd8089741f4ca5a4ae1db073bd1e6080a388754558d76845b2fdf315a0fb9127c19bf395f5fd3d951_1280.png
JUGGERNAUT,unstoppable force,unstoppable force,https://images.pexels.com/photos/9302152/pexels-photo-9302152.jpeg,https://pixabay.com/get/gdc8b6e946a676277bcd85381d7a1c0c74d1deb62208cf5dc465111a5b32b67971efa5ff458dd2d4ce823facb572be12c743544da1354e2db120a1f62808fa56f_1280.png
JUNTA,military group,military group,https://pixabay.com/get/g06e997b072cb63fea6a07dccb9ba474bab062153d9cac02b893e0be9911bf74331cff64fc0d73aa869f7845e8ee9caebfccacb197baa43885b3d9a8cb2f667b4_1280.jpg,https://pixabay.com/get/g9180d76b3fbc3dc1dbbcffd23eab58c8b32d4f1e0b73525fe27bd43c5b6357feff9904a7e56bb48b552047c1ae4a7d569c6eba4f86bdbf1dae9941b06d6020d0_1280.png
JUXTAPOSE,to place side by side,place side side,https://pixabay.com/get/g5e1d902310ee844ab21f8a914cb98800d2aef9ede047bfaa3146e5ae9b3174b45891280d84a1caa1f7d0fc7427dd1feed8fbab52dd0a19ce29e5aa0496a28d87_1280.jpg,https://pixabay.com/get/gfc0c7f7a338c352f5144bbd24f3626d44d0c3ff117d15a11938eec4e7fb7897b85b4e4281dbab45a3ac2c5f42b07ce4ac7420eab00d0b3af5cb0360fb4d940c4_1280.png
KUDOS,praise,praise,https://pixabay.com/get/gd4dd6f156128730d4d3cb1244ee5045e6ebb4f12132829a964149d2f19c3c708114bf6da111236a7aa95216f31e376a2230556af261ad2aa2187c545bca21624_1280.jpg,https://pixabay.com/get/g5038f1eedb2c5e801f8aea8e50904d96d4c66762870edb18ed61a440816b3ae0572132ff6287b1271eadbbfbdaed5d9ca70aeab4802189a0fa74e556e8a63987_1280.png
LABILE,unstable,unstable,https://pixabay.com/get/gb95398c21893da02668848d8308c7be98d648b756bb679d96f3291914b59184dbd138dc65d7a2b07e6757dd0a4de9884ccbc737f53debb7c7bf7a8a445165211_1280.jpg,https://pixabay.com/get/g33d25ae12acbb68b4a4c3b45f06a9e212256e02f8191e3035a4a0439e70692d189479923f2ad4b5cc06334f36b87295e3e394f5f43c8d2d4d4710ffc88c8d646_1280.png
LACONIC,brief,brief,https://images.pexels.com/photos/7640741/pexels-photo-7640741.jpeg,https://pixabay.com/get/g6aa3390fb0e4a69ed2b089e9c08423b30dacbf7815b0442c15d3fc35631cd7a89bc16c8f507a8f266f2557b45ab58a76cc9e1f63754a47237d068dadaf4758de_1280.png
LAMBASTE,to criticize harshly,criticize harshly attack,https://pixabay.com/get/g46f14dd166d09440e9ba9f723c35bfecf08933c645e6f7628f05e64b0e9e26576e9b835c58792e5837b8528bac7dded6e445b1921bc04929c50ac32a5a526892_1280.jpg,https://pixabay.com/get/g1f6b68d6912f00608db205e11f962cc932d27574c31316081447ae43f780f6709c5ebb7a1b590d4901feec8174dd4ee41cb97f2e2ad4a8285b740ab43792debf_1280.png
LASCIVIOUS,lustful,lustful creepy stare,https://pixabay.com/get/gde6ffd7865d42e4ff276a79679278931fc5bccd6b8e8d2de172f380c1ad15e77d8f60232d21fcd0aa0da071a3c06f0a6da6d74b74779451cc9178659cd55666a_1280.jpg,https://pixabay.com/get/ga3e4a29895d9e0636eb650498681fd93bd5285af24f0b83da3730194f2f7b84ae8e4fa687e5bcbaab4ebf7d6c0a66bd8098f5b5f2c146de1fa777796d6932452_1280.png
LASSITUDE,fatigue,fatigue,https://pixabay.com/get/g3c9e5c8944fc5894b25b6fc158b69024c854b8bac02cbebfbee0de3a02fbe182a106235c6ba59a89dea412edf73100294478c1c73f5a8bd457e8f9893b4392bd_1280.jpg,https://pixabay.com/get/gad16cc833a2a1a5d150697f8a488f4f23bedfe02b4138ac1c1e967573650821c19a459cafb229a0dd82dce9e88db16c48fed3f485767aaef8022b6bab84ba70f_1280.png
LATENT,hidden,hidden,https://images.pexels.com/photos/10057682/pexels-photo-10057682.jpeg,https://pixabay.com/get/gd514e1a9871293e498439c0b58afb7201f20226c78062a0a8194eb8f811e6d6a856d180635c03c7341b4b3b6c4b41079c843ea7066d0dbbfbaf539a732ed150a_1280.png
LAUD,to praise,praise applaud celebrate,https://pixabay.com/get/g84925498af1b798ab33141cedb2b3f41e9e4759644a971ffb3cf78c88f8b6bf6a86767c106e7f692cf733a4e60ad3890a3117038359cac23b89f24cb1005776d_1280.jpg,https://pixabay.com/get/gbe6fdbb54daea1fde90e088d6355cd4539bc8244e720c083ac163ac3901ef004321eccb930f95a5f310f352810e3159bd933b68c7a627430b291a774849255d9_1280.png
LETHARGIC,sluggish,sluggish tired slow,https://images.pexels.com/photos/31983798/pexels-photo-31983798.jpeg,https://pixabay.com/get/gcf47c85c389f0da422f7aefdda1d379998cf61c969372734f050cc514d34d79ddacb54323127fa84a365d56da437f362589b1908535dc23e15a7310b21223135_1280.png
LEVEE,embankment,embankment,https://pixabay.com/get/g544f079e55e7206f655b79363e552cc898fe30698b472e9c04c8c8bf10a4d3bb7e7dc4a4c8029e0204fef8fbba1f5abd357807a933e486af99d200d570a4633a_1280.jpg,https://pixabay.com/get/g97446dff05d059bf48f4a27dbf8f7931abcc1f4247446c9d0f355ad9e37ba85cf611035b82cf79a426fc6f2c46d1f4b4effa63b51370541b016d95b2cf2911dc_1280.png
LEVITY,lightheartedness,,,https://pixabay.com/get/g5f3f38b136bd06b94ed1b6d0a503985f099fcf8e2d7a0ce4ae158144cd928c246e9d44869ba79c6b55c4ea3661f46c7822a561e8ce7479897b4a592a954b762c_1280.png
LIBERAL,generous,generous,https://pixabay.com/get/g48e52cce20d29ed18b3de2043da77676786e77f0fac8c495b231022261365c1ec0aa590752730a1f4076e62730ec2ab72c995500ee0d7506da4e528fe418505b_1280.jpg,https://pixabay.com/get/g450827a10fad102135b1c5f1da880b3b78af4625707e7e4847b85c57a44d54497b9ce5ccbc916f9916de957e5a746cbefd9ba9d9edb61d412ba9d29bcf9969a1_1280.png
LIBERTINE,immoral person,libertine,https://images.pexels.com/photos/19427623/pexels-photo-19427623.jpeg,https://pixabay.com/get/ge93384938a6030c59bc861dbdcb0e246af66dd9972bf7c017abf5e8ab6ea2dfae35f58577a4b90d24cb65ee1f4abd1a388f073b9bb76682cf9b9264d4a450e14_1280.png
LIBIDO,sexual drive,sexual drive,https://pixabay.com/get/g25341b44d0abd8d72a83c04bb66a337c2d289619009ff87ce59d3a940aade2666fcba92631ecd894e5d533262afd0a0e1707e34a8189ad810cbdc7421e0d99fa_1280.jpg,https://pixabay.com/get/g13b43a16fd3d860473dfa8ceaf99a650fae8f2733f567a9b3acfb3e6bbd5bd9ad1f48c1401a16a6586a4b207a689004db88902dfb4b290179bce3f0be907131a_1280.png
LILLIPUTIAN,tiny,tiny,https://pixabay.com/get/ga903aac030920191eb6bdabc1f5c9a4bf9aacaec0d973246c28bfc019b1d3554e678fe34ec0d9b7f2d59f025f98345036a4746b508710468a8fa78750473e979_1280.jpg,https://pixabay.com/get/g0087176a58a585ead6f4d153d4cb56af968d30a89257ec111fb042663f388daf57c263b1c7de54853b11122a0ec2a3373a7be5ced0887ced4a0232d5928cbf92_1280.png
LIMN,to depict,,,https://pixabay.com/get/g64cfdbccb7280fb9967b31c77fc4b7faa77b1c9b9e629274d495eaabb20faf632da9a54533520cc22ae73b753099e4c1_1280.png
LIMPID,clear,clear,https://pixabay.com/get/g4f2c651f847731f3c82f769ec58266eb87a5d07c09e33c975c982c3400757e8d07fa2cccb6f8d1e8f0580bee3aba89515e0625ac03380ec17d80ecb66e83cdb0_1280.jpg,https://pixabay.com/get/g15a4e5231883e56591dab85decf88207dc0eb70e2a934f062902549761454b21f86b8624068523b4864bc3f6b9cb58c1423ed344b5d5381750d877e71406ccb4_1280.png
LINGUISTIC,relating to language,language,https://images.pexels.com/photos/14200837/pexels-photo-14200837.jpeg,https://pixabay.com/get/g833b338bc75d3a9d059a699f387c5ad448abff500fa265c104dec88651077331f5f800e53a1f39551781b12f156f0d962d00d08eba033ec99934c0d0e64fff44_1280.png
LITANY,long list,long list,https://pixabay.com/get/ge2a21894b8e073ccd16b449483de65cd26828eb03ceebe67c04d0b62bd039bf7ad51f9888a10aae0d65615bbb117578b4baf6dd3544b57170f15ecf77f250a96_1280.jpg,https://pixabay.com/get/gfa4843c06d3ffa0e96cbbb6bbbe73c88ff7a0b5943743272ec112da9be6ede859581ec00f21567278b7589b8014236a0af5164787fc4081bda90d402fc020a08_1280.png
LITERATI,intellectuals,intellectuals,https://pixabay.com/get/ga3ea5ae31cf552ec953bbd01f56f0dd229a84419bfcb797b648bc186b4a11ada63a5ee6b996b31a04cba18cd676dee8906bc10a217b9cb60841e2a7f98503dc0_1280.jpg,https://pixabay.com/get/g701abc6226e53954384fbfd7704be4e087d023c00a6e39d4e506f3914938a3e6a12cd5103adb0407d7ee9ed5f0e251318d73d63c54989a5807dd71ae84446c4f_1280.png
LITIGATION,lawsuit,lawsuit,https://pixabay.com/get/g0045f882d9530736e01cf2b6a73af0bfc6ef4fdbb08ec28efbcb06bb1569e379c8f71d952e64f358a5aaa18b13bff2786cb376a5b96ca892754c626b5a48c774_1280.jpg,https://pixabay.com/get/g2f134863bae105feaf97d0b5bb8285521e4bd7d6d8696fb6e177bbf0abfe1f4b7269ced9b5582d498477b96512e00e20e61e028daad675c49ccdbc5fbc11605f_1280.png
LOG,to record,record,https://images.pexels.com/photos/31805824/pexels-photo-31805824.jpeg,https://pixabay.com/get/gb00829c647a95757c73c2cb63c41dde7836b9b8bf12eb4694f4e83f25cacd1c9f9671f5bd336ad5d0b0d34b8b98ce86466e5c0b63dafb6b4b997ba783191289d_1280.png
LOQUACIOUS,talkative,talkative nonstop chat,https://pixabay.com/get/g0872e36dd4c542341992a80c7889766e0c9959b8341df25ba9ea5be8b0f5384484f2f2cfe9fd50754638ad894f215d1017c4f68d34627176be20dcec2492cb60_1280.jpg,https://pixabay.com/get/g23994a8b594dc07ef8e15be0904bf39c7a3daba9950231a906e91e9984ecead0e67e6fa111f9cdffc305454aeffac6175240694cd811a39e9c310a72ea695435_1280.png
LUCID,clear,clear,https://images.pexels.com/photos/25014779/pexels-photo-25014779.jpeg,https://pixabay.com/get/gd760b1144654edd15701e1e5992b8d2861390afe78c0194f8d02086c797a42fb6c1fbe0f9ba3969f0f2807cbee577ea5ebd4a63b584ebe16c849143c87cef57a_1280.png
LUCRE,money,money,https://pixabay.com/get/gb0a27107d8009d962acff81275b3675b7c765ad5e9292f93b3a5b8dd160c5e25a56aaef9803dbba6db79527d8f1c60c6c9e08b458262cf3cf1da81e99396a846_1280.jpg,https://pixabay.com/get/gd6feb5c68526924bf2e8529090d2ad92203514aa6247f30e5c8cd70410e440665aee3bdc7beeadb161ba18bf3f8c34d06c40711ecfa275d22bfc9bd0b30d2191_1280.png
LUMINOUS,bright,bright,https://pixabay.com/get/gaa6d024b02cd351a4c18dc650d88e156250603ae19252a305965217479eb39df4d186769d4a63039879f962cd5881b164346bfd78ef5cafa51b389b5c00aed82_1280.jpg,https://pixabay.com/get/gfaf87a077061d490e0b441d89496bd7a9b1c46011a802712d7c2e8e359e4b7841a12930f81f5606bd5c3b68d240edeba0e345e2fd41c12667d22ff227d554294_1280.png
LUSTROUS,shiny,shiny,https://pixabay.com/get/g39974e724dc6eff0ad9133a6963cf1ac69b6921e2fc520856a71a162e3a00f97c19b629c1d86264cbd6f190b37d7932b769a644e684fceba5d86e64b5afc592e_1280.jpg,https://pixabay.com/get/g7834824415bf9237b3aae4213bdcfb7894f3803d24819eb9cf775599702eb29c09156ea21a7b6357ed5668e3a2204b79_1280.png
MACHIAVELLIAN,cunning,cunning,https://pixabay.com/get/gb860ca09045bd73fd4b2b20fa3900330f0f12a4d1025b069666212e7a1f6916b3591a7a9f947adf5570c7c512467352067382574a9411794ff3525a2049ab75f_1280.jpg,https://pixabay.com/get/gb35aafa332523e46ee95ad4e2eb7b2fd14d27072905dc4e18f37bd18804bec837ec27b69bee1f7ed976bcecebd62b27c0f1c08e347f5a2054eafbc36929e8225_1280.png
MACHINATIONS,plots,plots,https://pixabay.com/get/g9e46e59537dda17a3db29a24138ee73d661916223b2abf168e270d0b0220120dbad5ca11a70eeb963c4477f60b13920483677819ecece8222c54ab5940a6ef77_1280.jpg,https://pixabay.com/get/gc298d9b09dadb5803330dbee192f3c1a06080660d11cf5d04059b99b9ff25149b0e92b011de64a3d5c39e1143ddaf1c357d4109838c4ac482faac36187d0c0c2_1280.png
MAELSTROM,whirlpool,whirlpool,https://images.pexels.com/photos/8236055/pexels-photo-8236055.jpeg,https://pixabay.com/get/gd7986cafab1229b6ddb34d9fef3cb6700d1a5ac6511b895a86a060e594040737f285082f04516de15b1ceac6e3a4bde30a2e0589864ab7a4bcdb9023d229b698_1280.png
MAGNANIMITY,generosity,generosity,https://pixabay.com/get/ge777261a93b924b2ae57092bef786f8a877def72245f146ad363e4bf32ed977350cd2839acbb6c1a8bdb6b9cd246191ef56989e9196d34a257bbd5a418b73451_1280.jpg,https://pixabay.com/get/gf9f190ed7f3dc700339272150ea2b285f60b54cc10ee96295ad3c03863b7478d13214ccd1fdfeed89b6df7033aef7a918c78ef87c4f7094fdc4fe44b3270591f_1280.png
MALIGN,to slander,slander,https://images.pexels.com/photos/20143756/pexels-photo-20143756.jpeg,https://pixabay.com/get/g9098a58bc8f6f858c68f88f1c037c27e8b4cf26aeff6f548154edf20aa501a62a02123b5b01e3d9379e00d314d46c86b6c6c289912e9d154ad8f9475416a31dc_1280.png
MALINGER,to fake illness,fake sick avoid work,https://pixabay.com/get/g158d8512936a356f8c40ae09de56760d5c77d764c73738f47bcd5baa34274bf74e14bccac586536f5e6d55a45a27c183e3617261431278d8ac5afd9587b598d0_1280.jpg,https://pixabay.com/get/g50544bd1db721137d29e519c0e0da758c51a20f745b95b6ec274aaf57d12ac37ec6c814a4d0c70bcaf101ee2649a76dea2ae7250fc066e93faf4cfa26040cb5f_1280.png
MALLEABLE,pliable,flexible bendable soft,https://pixabay.com/get/g6db4b54690ecf38c5e7cab417ab31b7d52312ba415ebca65bf7c6f6d4c54697242dbc3d44e8558ac3edc4f879ffbbd0d7a7b253aa8b2be72eee33b8c585345e3_1280.jpg,https://pixabay.com/get/gcd59c612837edd3d05f67b91cbb19decb61a048a29e80710819bf37959794796c4031d1cd26344ae2e5925c08866aaf54d641e37a682f6643d2e82c8b4e484a8_1280.png
MAVERICK,nonconformist,rebel independent different,https://images.pexels.com/photos/13081788/pexels-photo-13081788.jpeg,https://pixabay.com/get/g584ba66603dea1bbb93e1f683ce03ba9aa873e27a536dabc84681421f8f375f5db219ccad1721c1b06766a6ae1ae1887388ed47b404a4befdf0e9f1b06562f80_1280.png
MEGALOMANIA,delusions of grandeur,delusions grandeur,https://pixabay.com/get/g52cb7a3d7420d83b930b352624cad7d31a71a67f0469c80527726cb801bd1257bc25502f4b9774a75483b574eb4c01582829df6c53b435ae81d505e4734735cc_1280.jpg,https://pixabay.com/get/g1562092e2f8e263d56df7ab36100690a734b172d198c5e08afa68475b6371b2048d6401c29a2cb1a6e49312f745a777667dd78dff0d75ac1ff1da003a2f6a8da_1280.png
MENAGERIE,zoo,menagerie,https://pixabay.com/get/g00dfc5c1038bc12840a2f3466a4dfdbcc6b2ca2410b0e636b144c384c7a3a4ee73ee35f1c7599c3dffa04468941178a4bf7d266f3c36e9793f4b17e36990fbb5_1280.jpg,https://pixabay.com/get/g75a3abb4ce0dfda790388e4bbddf364068fc9771590929a6d53aa9dabccd6aaaa0127efd12d830e1eac34c31915ac5957f3bf28ffb3faba33f43dee69eb96410_1280.jpg
MENDACIOUS,dishonest,lying dishonest deceitful,https://pixabay.com/get/g315c9c07866b2ee32420ce6a6e03455a5601c7087f74ca02cc3695c75d67aca277996b6ee4be91c7276af46f9d0c225a01603514935348a5cf899703b8f69a7d_1280.jpg,https://pixabay.com/get/g4b3934e34b2f540cf773f7b44f46a2584f8a9bafe1edf7ff092972c82dc92a0c6d5096dae48adb15167304353f4cb39afe2653f7fbd5d5d2ffdbb09c3aef6b17_1280.png
MENDICANT,beggar,beggar,https://pixabay.com/get/g5c4f01829fafc6184b8647800f3d6e003b205ebc99b73523ebc30abe2686850cd5fe1292aace1e652870ea0e35d0af15577905135902777da7a00658cfc8f787_1280.jpg,https://pixabay.com/get/g739c536b22023630d44ecb60d28ad4a662b54c6b62f7cfedd2ba67c09d9956f415e5673348652629066f184114866764e9deb17ef3e2385260fd6871f649f15c_1280.png
MERETRICIOUS,flashy,flashy,https://images.pexels.com/photos/1647978/pexels-photo-1647978.jpeg,https://pixabay.com/get/g3ff64f26d50b8a043eb934c0eca8d568153a463db2a52632dd855c65abf735ef8683a6dfa8614d255cf2b43a4f2632d2bb32826d118ce03ae438a0c5a13b31da_1280.png
MESMERIZE,to hypnotize,hypnotize,https://pixabay.com/get/gc096a47d9c19fe6253d106a2c432a8362fcd30a79f8b5bf644d3b72ce2e49708d3a44b209a1b58eacaaa138fcfb60a2981331fce3d03719a1143b5322c3677d7_1280.jpg,https://pixabay.com/get/g1eef98df0fe125f14edebd2645d185eebd173f4d09d62166d1325d4a7fadd97b9ecfbd2901d44c3871f15eee3f1a5963beda4a37c6031c132cc1c585abb9f671_1280.png
METAMORPHOSIS,transformation,transformation,https://pixabay.com/get/gf69b373b5da4fbdf5ecfaa7e1de07e47e59ebf9ed00015e3b8f2f41fca3e0755940bda101b43badcb4d2ccbc3cb8aac6e67e8edc3bdb43677ddadaae1ffdc808_1280.jpg,https://pixabay.com/get/g7a8970da78718070a066a5f88ae703ebbb7f0cf2ae7f31083b523e2b707b6eaa88e39731cc4afe42fca8b86ac9dd5901878b8a4b01a3a8bd6d3a4cb5b9aa783e_1280.png
METAPHYSICS,philosophy of reality,philosophy reality,https://pixabay.com/get/g1936c8e800bb0b3c3c4c9f79ff938c473bdfae808eb9494ce6ba2bdd772db538458b0412a5b42bc8969221f3a6c0d6fb8b8a4bb9249a4e6f1884a6b47b4fee0b_1280.jpg,https://pixabay.com/get/g5edd4cdf12c23f972c09203a12f603e0dccbe3f104d85cc19e109c66130f6a3f6f6b8ae88741c44758894d5231394da693aec2a55dfe93434466dd077600cbbf_1280.png
METEOROLOGICAL,weather-related,weather-related,https://pixabay.com/get/g30f2e769fb2aa9f086d47777ec023dcf115aa20dec80ac2baa6f30072bb45d3619d04b860f1ebb064da2015b261924358ff4352d06ad4be14a89ba0a9a60f7c3_1280.jpg,https://pixabay.com/get/g1f864aaa587703a2a6c9baa96bd513ab8ae58a1c9df89dff13f62095c38d37c426447109ac8817ad920ec22c676e1d59341a3c74126bddf6d64561bafb6bdac4_1280.png
METICULOUS,careful,meticulous,https://images.pexels.com/photos/35841361/pexels-photo-35841361.jpeg,https://pixabay.com/get/g0515c209e7a89ffab52d7cd4510d0d2a176540533189b4945afda474bfac70130efaed7bc65617654dc2b58a6f6d4366667894e80b087e4303936599d979d921_1280.png
METTLE,courage,courage,https://pixabay.com/get/g7bd90cd16bf551f34245e12e4eb6d57fc18445534601ea885cb85f55dbb030050c7d35d5357661ebb2bcf963d3a96c142d69351023652fc944754c9675e8895a_1280.jpg,https://pixabay.com/get/g8c4526f4bd30f67dc0f833b97434b99c2156aa3744640860ec4b7dcc04c166a570598644e5064c19d7c154bda030562a87aa5c97807e1c1ab0f22f54d693139b_1280.png
METTLESOME,spirited,spirited,https://pixabay.com/get/g325f5e432d502c4abe4892bea1d1ff7c7a854ed4a6dd53712fa1aa97dc6a115a6b7d4f5b9598b83e2837af5bf9d620d328721297671deaaacf785ecdb8498581_1280.jpg,https://pixabay.com/get/g4de4a3862c891fabe395d3586f55f919a602475ee87b52007508c01537deadff38bcff830f0a2629efc66f577118196d46bdb8ad831aad24a8791fa9264dac7c_1280.png
MICROCOSM,small world,small world,https://pixabay.com/get/g0121a5c74d57543e4ac2963e6ce9b1615746d29404f5854b0f71acb2eb198a79edbca035ac73c3936a17b12004a6e4d9c102904ebe9ca2e963617440df54a7fd_1280.jpg,https://pixabay.com/get/gd8cce08b5cdc785dbc5e96732381b043ebc13ea157a35112997e86c326abdc9f4ff12253b06cffa371813ef116318c7d08bf617d517d7ea02be6661bfc833608_1280.png
MILITATE,to work against,work against,https://pixabay.com/get/g1a8936cdfdc50401c00260add7550f68b81dab853fc338b960ad49098d48f072fd8f40be2615f8194d78796aac8794668c9aaa8bf39d1ac58a45c484248e4f0c_1280.jpg,https://pixabay.com/get/g0f15469b65d27e6444b796ee8d345bd91fdc35b49bf5a8306d3a486afa88c663c12edd8193ae48a56b362a421bd71854f3cf6d35d3d1616a363b3370461790f3_1280.png
MINATORY,threatening,threatening,https://images.pexels.com/photos/32114787/pexels-photo-32114787.jpeg,https://pixabay.com/get/gfed4c9f5cbd94ed2e683ab1393e7e2bb3160563c631601ac810dc29a3ec8b43265f8fe9584d73c42cdab03a029e81c55cb903946aacbb00d7371c231c931e94a_1280.png
MINUSCULE,tiny,tiny,https://pixabay.com/get/g518f20cc3800a8d825c3b2a8e9576139a816f0e7a6d1a1ddc92663a609dc53e33147327a9a6dbeac55554f45cbf8b4671c05a6aa47f70cd9ddd9d8b829a9277f_1280.jpg,https://pixabay.com/get/gf5b501230d087866294532bb0392d75769785f7756c53dcc629806b0e3f97dbe5f7c981212548c99e199fad5f4cbbbc226dec0968c014014a4ccf51ca3c5ce99_1280.png
MINUTIA,small details,small details,https://pixabay.com/get/g5b9d6f58e0a09a5b5d9eb9aca2d370bdf830e4cdc1ec41311d083a2cee0ad5b1dfe096f21f6be6dc9c2ec3400fca287dfce2cb83400f39b74e8074e855b81704_1280.jpg,https://pixabay.com/get/g65597c47d4dd60aeddcfe90b699ca6f2b8e5b30429dc0b4fd4c1322d9d3c8cac1e3660156614d81715da6ebf4e2f6e6cbcf9c18b889233ce4224a17b2f6302d4_1280.png
MISANTHROPE,hater of people,loner hates people,https://pixabay.com/get/g615ab42a70561b50c103f572b9fe274424a9a131d91c3de28454ca359dedbc390fb1f72c07dca49a2721930afe5006ed3510818ed12dc0400dcb0a6ce95cae5a_1280.jpg,https://pixabay.com/get/gc4abe05ce92aaa2fbbb7dd8ce6492b8c91d043b45fcf4ea4fe4530c41f5f3a42bdbdbbcf02bd909e3b32347d636b84d10340ee62fd0c6fba95474737bf0a37e3_1280.png
MISCELLANY,mixture,mixture,https://images.pexels.com/photos/34270742/pexels-photo-34270742.jpeg,https://pixabay.com/get/gbcfa00da25cce10f698328fd32c3c90fce14e7f8ec38c79d8a428fe2f8003edaf785c271c8b4091a7784c7e4f6281331ddfaad4e506be12f80503197bb493cda_1280.png
MISCREANT,villain,miscreant,https://images.pexels.com/photos/21036318/pexels-photo-21036318.jpeg,https://pixabay.com/get/g2497fa2cb7fe2c8ab4dea7b43e25f0accb27572f2ac8098a74fdafcb8432651ce2c85d8aed1992124e6291f550f66f86b6a7464577b97c37cf396506e60c78c5_1280.png
MISOGYNIST,woman-hater,woman-hater,https://pixabay.com/get/g314f94a554cfb3c90d9b10906b38f33935cd21fd4b023add9bb549d0f54f4c7b381159a668b3bfbb63f61e91d6e668ace5dcebc951e4e533e5eabfbda5e3a380_1280.jpg,https://pixabay.com/get/g4ea67cf14e29915d1663629244f2198fc329ad7da0dbfa4584026babc341d96ea13717d91fb3472a1669db3fbd1bf97f604359f365689c9e1c245584af975ebf_1280.png
MITIGATE,to lessen,lessen,https://images.pexels.com/photos/8617769/pexels-photo-8617769.jpeg,https://pixabay.com/get/gebdb670600d9d71b55ec46e2414bb6f0bb860a1569a5e74e0e16b332c8127a33c43718e100b6ba474886203aafbc26ce179a274c6e5773130f1be5cb1ddd2b7a_1280.png
