Word,Definition,Image_Search_Term,Image_Link,Sketch_Link
INDISPUTABLE,undeniable,,,
INDOMITABLE,unconquerable,unconquerable,https://pixabay.com/get/ge6fabe623d129201ebff92f57675163a7542b770d1be9130e1c9579deda6795129048497f81e76ee5ba51e20b6cbcdef41892d8409a63c8df03312450bce28b1_1280.jpg,https://pixabay.com/get/gc3087aa723ebe2d8e5529991316eaf3d62e357c2462a9363e363f8f4cb485d5b7787e7c901d2fca9615d39110f506fdd266dcb85cad8e91ab5176d7f2cad4c5b_1280.jpg
INDUBITABLE,certain,indubitable,https://images.pexels.com/photos/12261422/pexels-photo-12261422.jpeg,https://pixabay.com/get/gb5b37d523a531ac33ddfbd19d0e17b93f48dd0b1e2676caec0ef6f467a3486749d3573d64527497e5ae2198fd9b058f3230ed7ada776a4386cfe466d4c256ac9_1280.png
INDUCE,to persuade,persuade,https://pixabay.com/get/g8d8a90a9a95846c947d2432d9ded9e6bfcbf3ac17a0de85fb778a3406a8fada2b0d63114d79b4058bbc9a8036f5dc15dac387f5266ecf5800324e1bee7b8d777_1280.jpg,https://pixabay.com/get/g434248e8609f5d2132df823c7d05175256ba6a37da2845c7075ee40d706c8e0bc1780b3514af01a1a341d00296a1764daa8dc03a1130264ce05ed811c3d1a293_1280.png
INDULGENT,lenient,indulgent,https://pixabay.com/get/gd37e4595e41fe46278986cfc24d7096b0304c73e1c0ce0157fb1e151456cc16433b575b4ca3c95950d9ed2e93b8dc81994b9c594614c76441cd7d2e2b4b41851_1280.jpg,https://pixabay.com/get/g9752221e0d85122b78c20fff0faa4939b4e1b670553f5f247fe5c01f3cbff5cdc9efb813605efbb1636e66adb4b629492904639a18d0b0bfa78ff534e5801c91_1280.png
INDUSTRIOUS,hardworking,hardworking,https://pixabay.com/get/gd9daf9a0ffb456cfaa4da647188568812516db0143e1e2b48254f02f15b99d3a6e37a2650677861509b4022e0cdc23f0c8c86f50f37a04cdf97ebe78456b17eb_1280.jpg,https://pixabay.com/get/gb99b53cfc6a5dc2c434c3bf380753c7c579b1fbab36a35da2eb7650dde34334adbaaee439bc29b7ae6f46850e2def3eb_1280.png
INEFFABLE,indescribable,indescribable,https://images.pexels.com/photos/10311993/pexels-photo-10311993.jpeg,https://pixabay.com/get/ge919c3af126264d1d8de3afe4c46e99eeff5b9f30d27c961b895c98fdbc97821d22d40be55ef03ae72d3cce0c671936ed33d0225b088479c345565a94ab23cac_1280.png
INEPT,incompetent,incompetent,https://pixabay.com/get/gdf84e18c9880463115d485d63ff6dacdbd6f89dc41502162870094e215bab84cd063e39fad57a3dbf2301bc296b5a545e5727f547482abcffa1c53894e65de8a_1280.jpg,https://pixabay.com/get/g0b8a8d3c111520b14bccfcde2caa92770f400065277724ed0f13ae791f82daf28488f180d3c0d62371311f4c8b5384e2c896163cbf5c8f7a4a4ebf7c674f8af1_1280.jpg
INEVITABLE,unavoidable,inevitable,https://pixabay.com/get/g1de85bb5bb0533b287f3bd4f14b0b8ab1e18aa3bb390c2dbf7d81a6239eb701e97ec3d205d5ad6f257623f445ad4359938597af00eaed7e122bf2553a32b83bc_1280.jpg,https://pixabay.com/get/g78b34245687dd05e57afa4123e1613ec832253144c507858be13febf8420ae7e038878771fbae72896bcf33ada7bd796d800e5cf5bbf598440147d214cc79950_1280.png
INFALLIBLE,unerring,unerring,https://images.pexels.com/photos/29554150/pexels-photo-29554150.jpeg,https://pixabay.com/get/g4979a1641b93d6206ff36d48cade505c513ba1ac13f4d34df5dda3b3f1724db7edeeb52328cd146bf154b4e195576137a379ad1c5a6605779091e0ee5d71124f_1280.png
INFAMOUS,notorious,,,https://pixabay.com/get/g37d4fdf319509be90caa6dc6c9b546c26e1a07f713b390f7f579636a83ea3a1788ef03685691395849407fbb0ddec3c1473f27f60a5d2689fe49806bb7c09517_1280.jpg
INFER,to deduce,infer,https://pixabay.com/get/g05434afe3d9861b76adcb04512d0158a1bb0b1bfb1d27d7c37592c637a6022f046b4020659219e5013fe6c1caa3b1b56330dc68ccc959096c28b7ca41943a2fe_1280.jpg,https://pixabay.com/get/g1b2758b43f08a31619e01dc153abed4ceb917c174fbf2ce4508f94168b92e955c803946ffe84b37c387ad7ed9a25982fc39ba7dec113a14b186c218c7c05f257_1280.jpg
INFERNAL,hellish,,,https://pixabay.com/get/g71e2f05159b22c765851caed341afcef75e000c59d2e4616fa7906eaa16f88eef4b1a21396b6c3da276db630c2c2b7050e1258fadd34c1790dc7b09339dd9183_1280.png
INFINITESIMAL,extremely small,extremely small,https://images.pexels.com/photos/17829635/pexels-photo-17829635.jpeg,https://pixabay.com/get/g804d975d5b846dd857440a5c2dbe1acb98aab4bea6db955b7b065859790ccdbdb049b50a20fb88f272961fdbc8db640c9fb68f4e7ffd841aa0f47a3d7e3e6848_1280.png
INFRACTION,violation,violation,https://pixabay.com/get/g3226f62ad2152e82c0d2ffcbc1aacfab33d1aae8955aa9374c20e089cd1258de2eb8c17d08da7c9f017b3b739760b998176bf30e54081907c19e85ffb43e3db7_1280.jpg,https://pixabay.com/get/g501658188754983634dd73db140877b727b6c3d3859a36a9f6766bedfa2ff6f2312d93c74d9d339ca08be2668ae3c7dc4e48051dc50b4f9ae3a18d0e3b205487_1280.png
INGENIOUS,clever,clever,https://pixabay.com/get/gdaa698203bd4af551f9647e1732cf85ff0ef898f90be7aaf6d79a48f3ad133b434a81cfc1aa158ceae6c4e73ec968b5fd4e752380e9d9119b5d8fc8a43130b2d_1280.jpg,https://pixabay.com/get/g1db0d827c1f5c5912382f00187814fbd73682563024068097c724efc3e952a67195357838b9880c0970bcd16a7adb04276ee394a635184b6267b3f660592bd91_1280.png
INGENUOUS,naive,naive,https://pixabay.com/get/gf3ef05faa07c19c3cbff84b96709ca1f9a23e62b1565cb073107232ab294f99893e842451e792c30e2b1ba1bef4a361ec87aceba60dbb1592d9331eb88d085f0_1280.jpg,https://pixabay.com/get/g739c6cf1350c1288b8d7110d76c7ddb05ca2dc16ffdb8a3a93dc1492aa654364891069fc3355226236143cf79a07a0760647b3dd1b731c0d019b9d7da595c7ef_1280.png
INGRATE,ungrateful person,person,https://images.pexels.com/photos/20830475/pexels-photo-20830475.jpeg,https://pixabay.com/get/gd45428d09f79d8712664037f9ecff7f45c8229ab2c7080ff0f8eae0e51ac8a0414f08bcdfffa210a394c13a0e8ae0fa283b0cf30975e53cea03a02e4beea701c_1280.png
INGRATIATE,to win favor,win favor,https://pixabay.com/get/gea0ecd1f1ea91ec08a4150606479c7684012aef4b4decb9cca1b695b9590dea1bb5b0448c9ad974ebc3aa573580dfd548018a54910a43b555635b7297eae61e2_1280.jpg,https://pixabay.com/get/g52a3c3299e51c02fb9e94aca1e65aa67b65ab8a77364d7ec37e30db5f792ae230f24cb424d9ba26be4d2ac7a46d21c1173f91b5367104d7bacc53eb13d5b4300_1280.png
INHERENT,innate,inherent,https://pixabay.com/get/gba7feee8328742b9c46dd04e5ad9e306a9d95d1acbf42b486d52b9fafd7dc50a7d196e314f810a29de8d24ce93d82eadb1c6d637e8708dffea627ec4ec6b5f14_1280.jpg,https://pixabay.com/get/g75f6ee80bed345e80161beb867a632cc3e3914c080f0085c1429b312eb095b95acfd6437d46ae4b3db484250083a9e249c0e95fa0fc154d69da00265ef57744b_1280.jpg
INHIBIT,to restrain,restrain,https://pixabay.com/get/g979fc03932e5b0bf9a97ea5bd2b11df05dd63b89223fdc2088cc4b9b993cd5b526b2e5905b4511809bceae302a72b3d8_1280.jpg,https://pixabay.com/get/g95f4e39e3f0a6d467142035f7330301a675a89879725eef93f3f296ccb672c8a962425567206e066a5c05f94fe399b916142ab4e9e896396fe2bcc696a081599_1280.png
INITIATE,to begin,begin,https://images.pexels.com/photos/13312404/pexels-photo-13312404.jpeg,https://pixabay.com/get/g9f9298f1432787a97e4fd9e8c72051d73be8f776b3ff808e786e54d0ae988e2ef38b49bb8fc2845e715efef88e0da143e15ac250f4b6a0b6c07f9ec4436e78c4_1280.png
INKLING,hint,hint,https://pixabay.com/get/gf1524663f13bd288b9bea3d472b311e7f9556678d95f7366e3113869204e2db8f5620074c1c58a43e791b8601087ff9eb5c96e5091f3e9513ec137b03af52364_1280.jpg,https://pixabay.com/get/g10e8514c29fdc67d06c770786e40e14348efb6885b2a7cc1352003314467aa08a645f0431fc6e46c5bc19a3c2548c49543780850d9d36bd4c6e457c3e8ce5a3f_1280.png
INLET,small bay,small bay,https://pixabay.com/get/gc15f86f78833f6dc48420f421a852255423ff234e98ea0099e340be312f0ed39f8161595ef47c2a1efec522ca4c473e418f51f1c3be71059fc127ed276c3955a_1280.jpg,https://pixabay.com/get/g016f1ad8b5a50be046ef2903626d6672cbbc3e7010dc3b2ace690df2d55a4062cbc244154919bd04dbd8b7f564faab37a41519f166b232ab754eb25c9e799be8_1280.png
INNATE,inborn,,,https://pixabay.com/get/g9ca5d7e1aaf93dbfa44bea95e75829e42f025ab5ed3f77c24dfb12aa183abccf375654a2245f628a599d7985c3475726940ccf85f35062aed7a6a12605fb87d3_1280.jpg
INNOCUOUS,harmless,harmless,https://images.pexels.com/photos/34061873/pexels-photo-34061873.jpeg,https://pixabay.com/get/ga1cd8f7f97499870a0d0961da64e6af24ceb7f10363c46326c4c0daf9310a0c52e271afc6510d60fcb6cae979b6e2bf45842372b164b5436bc733e6ae6f54494_1280.png
INNOVATION,new idea,new idea,https://pixabay.com/get/g0725ff46bf0e93d4acea826921e7573bc3a0f8f0fabe56cc593ddb005929c8e6c2aaecede8156bdaa031cbd8cf8d47d908d06342aa3d47304d9e4fac3812b645_1280.jpg,https://pixabay.com/get/gdd903c96697b58b2c925eda0462dfaf9dbcddf9e7601965ea55fa6b7831ba0448f04f94c635c0f4742cd295f5980535217e03501f13701d840eda2cd365523ba_1280.png
INOPPORTUNE,poorly timed,poorly timed,https://pixabay.com/get/gddb380c701c52ab894f834d0f0a33479a716d9c2cb549468c90ac1f00926874a93894d23ed3f240fbea97a0aca6bb65e872c7cd533e42d60d7bb35983f2b2f78_1280.jpg,https://pixabay.com/get/g2cf74b981e3fa55d9934dcc1f7bc5709fcc7b83bebf78a623ae6107babf47fa5ada2ef0096a9cf330f0c9af4157699915a27453ec4fee230c2be23b034997956_1280.png
INORDINATE,excessive,excessive,https://images.pexels.com/photos/13537945/pexels-photo-13537945.jpeg,https://pixabay.com/get/g2f449155c85e09fca180a082257f138d4566b61e3bd096ef73e546610b38921828d53e3255f2e40a1169c212882daf15_1280.png
INQUISITOR,questioner,questioner,https://pixabay.com/get/g01230aa2b17c59cb96867a0f774cfee256acf7adf94e757c5e2843c19a3be7be05779ed9b4a57004088868dc4bc36bd544580dc73e3eb4321889e39dd80a6d6f_1280.jpg,https://pixabay.com/get/g9925f7cc4472178d0e247faeac1f6fcf28690505a25c1a64cb58112c583ebd46e467a235b015fe1e61f0d4c9bc638adcdc92d0bb7bde190768830e8b46021dcb_1280.png
INSATIABLE,cannot be satisfied,cannot be satisfied,https://pixabay.com/get/g613b5b77e668b56fa635c3ea841a625ce63db331638f69e728b366ace6dee4e8bc79dca89064268bda457668efa597c985f94bdff6de709473694737682187d7_1280.jpg,https://pixabay.com/get/g7d173177f6e883932218c6195edb3cf13f2324ccd826c888a73703a8f5588689bcf6c63376e123b8d60e848a33dca72beed1676269a130e321e53f36d8ac96cb_1280.png
INSCRUTABLE,mysterious,mysterious,https://pixabay.com/get/g2db8e24ab8673b3b77a701a9bf045997a218a2286971850ba726a5b3a0d851d3c8fbbda2976821a54b6b58a672c82dd1af6cb877537e1fc0a021855337d3c777_1280.jpg,https://pixabay.com/get/g19b41da354d0c4e1534b18bb93585375872d0aa30670747102523cf688d6f618f0bc91dbea901531a7a8592bb6951226d2759a8b43e888a8ff2488101f5afbe3_1280.png
INSIDIOUS,treacherous,insidious,https://images.pexels.com/photos/36257903/pexels-photo-36257903.jpeg,https://pixabay.com/get/g6f5699f3c927a536bc962518c49b7c30dd6b69feab455eeb81b945eba9073e97abbf328de1f50cf80ea1fe191183c8016f5435d814facf5eb2f8ea7199583744_1280.png
INSIGHTFUL,perceptive,perceptive,https://pixabay.com/get/gcae9fe06d1d959bfa8785baf6ff91615e0f8134b37cf3302b4a4b023df9a0c9316942b4fd782febea9f1ab731d92cdaee237d66b43937471e46ebb20bff7a6a2_1280.jpg,https://pixabay.com/get/g1de6f44aff574793c54371bad5f706b53b8f6d459b4d2d5baa6c6addfedb4c546e42e86b628d5933e82d63c3526618dbfce1fd115ebe949e1cce1e176f13b169_1280.png
INSINUATE,to suggest,suggest,https://pixabay.com/get/g843ad4f0d2cbbc8ea076f7d8ff41db59f1c84eba7d5cd95294bfaacfc0fbef9ada94dcf5d11e38d51317756d3dff024b7b1db1a6bd2ba4e22c33c7a855383bc1_1280.png,https://pixabay.com/get/g04ff8ea4c1a0c04d6a459edd8974f44e855bbeee5bd6158bf387ee0eae8af54ef14d7d8831bec820c017d8c55bd210f937bcc9b136529493dd8109640e5ed48c_1280.png
INSIPID,bland,bland,https://pixabay.com/get/gb84e892589426fb77454d714c2a4e8dae37e61a5e3acd2843cd7809035043a8a73d415373335c1c67ac34019fe92da2b5940cd758e3563fbb1cd10a38a3e1832_1280.jpg,https://pixabay.com/get/g9971d27e29579089fdeffa2b080cb086fc112b343de6d6ef6cf1f79e5ec8f982177d2902358cecace4b4bca2c9e7cc5441415afe2fa4d817c3bb87b9f88a14ab_1280.jpg
INSOLENCE,rudeness,rudeness,https://pixabay.com/get/g8c4d0920ac7fd244f4fd5e678c799aa53c1472f9df1283f529baff6f89c87c0891a36bd15eb64c393c30cd62822dc875a30173d19db59e2be8e874e2943641b5_1280.jpg,https://pixabay.com/get/gdf2b24c5b093b8249e3209d40ad96322f1128a6e98a2f1b466822819e4768c18bb5f43ddf74d57e1a21738d0c8376d5e827c9b4924078b0a6e471a871dfbc70a_1280.png
INSOLVENT,bankrupt,bankrupt,https://images.pexels.com/photos/35687526/pexels-photo-35687526.jpeg,https://pixabay.com/get/g53237488cb403c282478dd4a483729067a6077a5c696a090ddfcd4cede04033421217e5b3a8bd58d94178322c5bfd134ff3e161707d672a1f36f580f61198370_1280.png
INSOMNIA,sleeplessness,sleeplessness,https://pixabay.com/get/gfd4a507b0f948cca7ee02ba4208ea58471e4edb346c824bcc4ec9ec77f0b5f33d87d499501bac89e6a77ad1eb739cf21c920e7014102da49a300cbb9a3196204_1280.jpg,https://pixabay.com/get/g228fbacf325ff3fec094576920207422196bea45bb8145574a9fc42047149ba2fe9465e23e35e0d33b5d0f6a49ddf025ad02880b144fe8394cc5150d38976a3f_1280.png
INSTIGATE,to provoke,provoke,https://images.pexels.com/photos/33328237/pexels-photo-33328237.jpeg,https://pixabay.com/get/g8a140b9423ad1e17e03a23de9b90a694135c0eafe1be1fa5552baf2120445ea93444fd3d48c23bf2a68af0ac22fb89f8d74ee468513a7e735af6fb0e3117ae0a_1280.png
INSUBORDINATION,disobedience,disobedience,https://pixabay.com/get/g2e3469b94cfef56f3cc3fc5e6558a95cc191f89c668250064f69e6f6be61d316bbe9c4027062f0bc0ecf0874cf2dd457534cc796e870610bf87344cdbfd4171f_1280.jpg,https://pixabay.com/get/ge96ba31829cdd1162080862eb9afebefb80378bb81b76c884d02279b0f910164b55fc325db328578460c751e3072e3387fa482c8bbd2e0d64ecce3e9d6a73996_1280.png
INSUBSTANTIAL,flimsy,flimsy,https://pixabay.com/get/g944bf700bd6dbe3566bd4cf361a941a02e5a47f44a7a7f040610f116049fceda2ae7333ca0936cf55c6c6da3da616c1352137369439acd6a2d6d66c1e971cef2_1280.jpg,https://pixabay.com/get/ge49be92486c95538175eafa8a6f9535ba4098bb7e1e1f68ba2aeb8f522a65864bb00a7ef0b287ae751df04aeb7e7ac49e025d420c5efa7ce1ccc372b98d10274_1280.jpg
INSURGENT,rebel,rebel,https://images.pexels.com/photos/29479897/pexels-photo-29479897.jpeg,https://pixabay.com/get/g967981e5fed26bdcac91a9d0b1ee713e74ef39fc3883e0aa7ca8e6a3a5abbfe3d6feaf2518fb324c93c98a9a89c28ab4_1280.png
INSURRECTION,rebellion,rebellion,https://images.pexels.com/photos/35366862/pexels-photo-35366862.jpeg,https://pixabay.com/get/g4342e48fe00d8c12f5123734a707e55600752c80ac0c2ec22ec661ccd4002e5c93bd4e1f11f6a5c3cf80854909cdece74036fd66b5815e16c55439c2c5baae2e_1280.png
INTANGIBLE,not touchable,not touchable,https://pixabay.com/get/g0524b5e085a0ae4dcc7427c73f0ef6a67cde069a0bc617ba3e491d2f843f4690df00355c6517eefe45b5590403eabc4d53b225a52ac7c0a059ea576f0205ecde_1280.jpg,https://pixabay.com/get/g8849922ca240066b3a712bdb7e8d76f62875e431d051182f6bed22fdf60504ea890d2cd7797daf280573ace54983650b0d92eff66111619394a4424c85a06066_1280.png
INTEGRITY,honesty,honesty,https://pixabay.com/get/ga93624ed9b173362cbd9037bef13aa5b67497a776d3f37a25ccd1d030767c71c0f1b750c1d2984a14890b091c0544b49_1280.jpg,https://pixabay.com/get/g71c65e282b8fbaa3c7ed7e6aa58202683a171745ff8ed0f44b08e1371a62ce7f80e87415e2019861852e8275d6e8a04738a76ff2904e49ae30ab732353d86674_1280.png
INTERMINABLE,endless,endless,https://pixabay.com/get/g084e57a0b606d47c2c46b3601914c7613809284f7e2f01130ca4d114a6512e684f574b0afe7173eb86767a7ec8cf48f1f9a9719dbb204ecdca9db1ffc7f0794b_1280.jpg,https://pixabay.com/get/gcc33b34234ab5c4371dd3869004229685821ff3427365971f7246747bd80f7048bf5d2d962d5c9ea651c4e7a72fe7c20570af2799c46d9354f62b36487dc0c8a_1280.png
INTERMITTENT,sporadic,sporadic,https://images.pexels.com/photos/13312404/pexels-photo-13312404.jpeg,https://pixabay.com/get/g2bac98d24fbc6d1858626b09b0d00ff576b7ef098026078eaf0c07bf5d2adcc1e76e4668a4f8c6d1f22836be62431fda355037758f7acfa2a3a198da5782d75b_1280.jpg
INTERROGATE,to question,question,https://pixabay.com/get/gad12df11b90f4dbb6b5832685a5ebba2eb9ca8809e404f39de6381fadaee0c42009b5dba6157d182de0980c223330049bd0831bfabf75fbf5f382cea0e75692f_1280.jpg,https://pixabay.com/get/g3f5c6f6b38b03a693964d8a85202e4448f4009e5b4fcbcef0fb3913cb0309c60f355071b473a957146ecfa6926edddd37f9b7b1dfb9610e63c39f80c58d5ec6a_1280.png
INTIMIDATE,to frighten,frighten,https://pixabay.com/get/g11a2d2cba2f53525459fd6cd70667f6bbd7255c25a27ed9c40fa35856f5499e00c7e9cf825f2538d49784ba1725e9b5eb70e6ac4c41a4cbd2da6392b119d5948_1280.jpg,https://pixabay.com/get/gc556d8454ce9c0182d35688dbf6f32c90ef298796f8792bec465266cbd44a691b66455dcd4df313b5f902cf418737a33676f0620ca8b7668e3d5661ff483a600_1280.png
INTRANSIGENCE,stubbornness,intransigence,https://images.pexels.com/photos/23660311/pexels-photo-23660311.jpeg,https://pixabay.com/get/g1fdbce2da5477a6ad4d3851e124d310e2a7a9670396dd2f970b6b054001ab9350260506e341097ae7f991866b7b73a5805d61e2e0651ffad7fd3aa350c12d034_1280.png
INTRICACY,complexity,complexity,https://pixabay.com/get/gdcf1719a77cd3bb2f6a438c053cf153f5838d032ccd9bddeaa250af9cc67a417a98d5531248ab03902c7ecf5d0edd684a50c49ad94e4d404f40e80051b6f2f70_1280.jpg,https://pixabay.com/get/g1d60ff252cdc92e84747c7b2dcd62b6697e8917e85e7d50fb8980b3fed92c565c64dae53aa42144e2d922ce5d0c6c83e9cd4a635a8a55622ea7af9c3057954e4_1280.png
INTRIGUE,to fascinate,fascinate,https://pixabay.com/get/gaea7962c551f81e4b9793576ee1fdaf38ff1df64ff5dfedaff72405e35f976df7e7dd716049f69e11e2da284630d6a53e1f3371cc466d521877bd2a74f656083_1280.jpg,https://pixabay.com/get/g0b5a96ead89c263a7430eecfe3fcc2da60c1c1401c3288e592a8cc9d107547836afbd4a1f4cce175e096b1ca517ebf432f7ff8fb9d6528c0f2053ffe92ff0040_1280.png
INTRINSIC,essential,essential,https://pixabay.com/get/g9161fa61e1e72baf31fe405c180f76fe9d28c94beb2722a2aeb4874cfdbea4f9e9dd3101d156efda50f69a35a8c02126746937b56196afb4288a924d64a57b1b_1280.jpg,https://pixabay.com/get/g989c1586e6ba414539a00bf20557d3f702f597671b8c40276a44907b3453d3e5ce98e0ccd482515c3ad784c5ebbbc124bc63ef16341d09c74f89ff1ccca98326_1280.png
INTROSPECTIVE,self-examining,self-examining,https://pixabay.com/get/g40f50591da14856d99c43d46a002137c89442804efe676c9cb8a35c0666a09574dd41eb16cba821db1db341da930b0f222e757c565cd112bf4894646e5064971_1280.jpg,https://pixabay.com/get/g9108647f168ad619b6f39adb3d0155a21b67aeb9f94f9dd62d9a27816be1456d1a1b0955a2a92183ffeefe7af5f68002b88aa094fce4760ebf13d6fbc1acbc5c_1280.png
INTRUDE,to trespass,trespass,https://images.pexels.com/photos/36400327/pexels-photo-36400327.jpeg,https://pixabay.com/get/g663557a472dbb9dcde6b248a46bcfa133e82afe86c1047d8ed257d3e6bc05074f004bc9f7efff4d241c9aa11c8a65ea5_1280.png
INTUITION,instinct,instinct,https://pixabay.com/get/gd74da40bae6e117aa630bf2158760fd8ef110e7064ead350162fe812a2390a1e40e903ca160ab95ccd7f95522ad2786c16e26e545c9dd4a9203948e3913471d4_1280.jpg,https://pixabay.com/get/g15c643448513b317813ce1164ddfa1ec5722e2f2e7384c61a586b344b04882ce2fe7dd4fca5d98b088fd0800d423a5ce69dab6af0cd14e91a156a78e65089f9d_1280.png
INUNDATE,to flood,flood,https://pixabay.com/get/g2452c0cb57a65916edba697e07d17bac4619b2a10e82a2816b9452680c57164517d6f79827ac786a152fca6d437572b8717d28e30973749e8f765c052e00ea03_1280.jpg,https://pixabay.com/get/geff43f5b254c3ca13d04963858942333d53559f7cf49b4fd39ab565052948defed8f0f171e0b231b190ea1f71abc381c037e277e69a1302feb7f361f4d6d0562_1280.png
INVALIDATE,to nullify,invalidate,https://pixabay.com/get/ge063b7d7fdb446395b280d00eefe338024c773d35071e1807575be0c2e09b5b7808019967a1bde4b000ae1e062fe1a1901fb884d04b8e4c0884d477f5b86c745_1280.jpg,https://pixabay.com/get/gf78a3ef6d62a4a4825aab2640859f6a0e789220bc3673ea51aa991a2e4541c7e1fb656f1463240c40c069ac498f33cff_1280.png
INVECTIVE,abuse,abuse,https://images.pexels.com/photos/3762802/pexels-photo-3762802.jpeg,https://pixabay.com/get/gb175589d46ff2c951e21717452aa6e2d38bb6e0e5f06a80a67ae36209c146f132d24428102cc6bd1546108e04f04d068d1092989c27cb67af564aad6f72773bd_1280.png
INVIOLABLE,sacred,sacred,https://pixabay.com/get/g6244d60bd8374b77f135399a796586943eb1a268098e32ca8549cb52ba77c1fd9209e9d7152199c154c492545e06ad8cb68af68debf9985f7debdece62aa4217_1280.jpg,https://pixabay.com/get/g82537bfeb7805b0b8a991b80bb9d0f12778fa87f9c3498db80436de3ba98fa49c14bb2234ca9a60ba895d93d5f2821d24a300b77b28a8c682ba1a1f6ad8c6b5d_1280.png
IRASCIBLE,irritable,irritable,https://pixabay.com/get/g9a95eba8c417bb6ae4a85f0f30c210addfda066fa7067832c5a750dc332e0adc910c1d1b082631c11034c81040cc7200174c41c5dc831770eaf2979489e73504_1280.jpg,https://pixabay.com/get/gf77235ad53f43b6d7bc6647c63b226c1f011a884d856b7961dd2c913f0aa25aa87b948955b56705e026f6eaf08081f9d_1280.png
IRKSOME,annoying,annoying,https://pixabay.com/get/g2db4c0f803aec5e49ae124febef62b819062fff23409459b5c25dc43a265dd557a683b52c6b0e5a84d28d8084007788f039ea028a22031fc30ed6156fc08af69_1280.jpg,https://pixabay.com/get/g4c5c4e200c794e96baacad44addf25d6529e5b0dd2491889428eafea31c22520578b8578bc953a2f00ced44e0fd2058988b3c7bc9437991f8ece1efa2c1e4cdc_1280.png
IRONY,incongruity,irony,https://pixabay.com/get/gda4a328816f40898d53d94fdeec7f711875b10019478ecbcdf50a9d8c1d57257cf5c58d2401d1975b4d6c3460d838267770a61a15853624cee77cf7148f03921_1280.jpg,https://pixabay.com/get/g55065978bf77922a9af99a24818eec6cb16b78d2dfbc47342efd1c9f19a1d3abba5586e92df8f4a3b06156efc1616e485b6c6afd67735834a634a050ca4b390a_1280.png
IRRATIONAL,illogical,illogical,https://images.pexels.com/photos/17691608/pexels-photo-17691608.jpeg,https://pixabay.com/get/gb877ab8df067770820b6dd6641d6fea6c6d4057c0988f397b69385f64291aa42294b286719493ff2005e5623f2674113e407fddcdaabec512ce719c6e3084a97_1280.png
IRRELEVANT,unrelated,unrelated,https://pixabay.com/get/g23467197e714456ec16b4088f460ba14670ead0530071ac8b17ad0ecfc02e586312bb428294d9d8a1d0fc3fb440dd87ea812b414bf80d54c20e8d6435ce28847_1280.jpg,https://pixabay.com/get/g15c1e99a9150f7e824df598c91952fcd898a44b0ef60ab11005d0b5158a5877ce2aa9738310cb329e1f88c56be24d773fef50556d4cff1589da9b046725f3f43_1280.jpg
ISOLATE,to separate,separate,https://pixabay.com/get/gcf5c04557f91ccc6e5576be58edea2d187ae8b5570ab8cbb918aa5be609a1831026ea25208cd1a9e3601303767e1f580be95146a5ce890615d0feb54dccb6e38_1280.jpg,https://pixabay.com/get/gafd02a740919f3b6d4ac693b7db59c0c44d4310815de630319398eabbc9feb8a06834c670524403f6cf4a7b21fa7385b85d094772bf5bbc98bdfc07c4d0421f5_1280.png
ITINERANT,traveling,traveling,https://pixabay.com/get/gdda9c4a690c5ce7ba6ee276c887a1d53b176b64dc52f79d95005eed1add340902d80d9d8b12d4e02186005236b1441c4273eb03f712d2701639f56a78019c1c1_1280.jpg,https://pixabay.com/get/g325103bb3d7b1a28b4053ad0ea21f4850e7e378c1a323d6e5e8c88d5cb89825f41c49d7971723d4d6b27e6012eb3fb282b4ddac725a190d6b21409101bc92910_1280.png
JABBER,to chatter,chatter,https://images.pexels.com/photos/7473044/pexels-photo-7473044.jpeg,https://pixabay.com/get/g3cf46ce85d0b7cc1d9d3acccb729178ca77fdbef6591adab940a52851cd2aeb2bfcc0b9fe7d8729cfd00fe969a0fc753a62191a99939a550c94a6cbeb3f452f5_1280.png
JARGON,specialized language,specialized language,https://pixabay.com/get/g1b0394657949072ef1f16040153c7da7c7a855f8b5fb5a14eb4471b19770fa1ef8968e974a4ad783481a425824fbeb95c73df8ac22c5ac508a5978d041f25e0d_1280.jpg,https://pixabay.com/get/g153365cc5e19aa0ed479f3db1acb5cc53c670ee94336677a3225f56a23badd08ff863a5114ae935517e33d0c80a669b87a824cb6c5cf3fd0f7345911f60ce300_1280.png
JAUNTY,cheerful,cheerful,https://pixabay.com/get/gbe5c868397bb0adc27ce817235293edfaaa35428c4e7583262df7786fc3ce9e8a451c1c38ef9257b8e47b9b3afae2303528b12bfcbe3c7179f3ef11cc9eb9746_1280.jpg,https://pixabay.com/get/g0b604457696801e09678792253100439f5c07b854322e7841cceebbaab0a6de60361c877d31743f34b2c917198cab263f914f507501d8026aa37583ecfea9552_1280.png
JEOPARDIZE,to endanger,endanger,https://pixabay.com/get/g34f4623c6fe3789d45f837abb4c2d0ef710860c4e98235861f91f71b03061368b85cd1037e34b74b92b2e6f36d70280f25d03a4329b9bb4eec6b988448d3a12c_1280.png,https://pixabay.com/get/g266cca52cd929eb1cf21721ba22184fcd51877f47295ed953b8e3c6d5ac6031c8677cbe03de7f193e196bd0bdd279a19_1280.png
